관측소명,시간,수위
여수대교,2013-05-15 00:01,15.51 
여수대교,2013-05-15 00:11,15.51 
여수대교,2013-05-15 00:20,15.51 
여수대교,2013-05-15 00:32,15.51 
여수대교,2013-05-15 00:40,15.51 
여수대교,2013-05-15 00:50,15.51 
여수대교,2013-05-15 01:02,15.51 
여수대교,2013-05-15 01:12,15.51 
여수대교,2013-05-15 01:21,15.51 
여수대교,2013-05-15 01:31,15.51 
여수대교,2013-05-15 01:41,15.51 
여수대교,2013-05-15 01:50,15.51 
여수대교,2013-05-15 02:00,15.51 
여수대교,2013-05-15 02:11,15.51 
여수대교,2013-05-15 02:20,15.51 
여수대교,2013-05-15 02:32,15.51 
여수대교,2013-05-15 02:42,15.51 
여수대교,2013-05-15 02:51,15.51 
여수대교,2013-05-15 03:02,15.51 
여수대교,2013-05-15 03:10,15.51 
여수대교,2013-05-15 03:20,15.51 
여수대교,2013-05-15 03:30,15.51 
여수대교,2013-05-15 03:42,15.51 
여수대교,2013-05-15 03:50,15.51 
여수대교,2013-05-15 04:01,15.51 
여수대교,2013-05-15 04:10,15.51 
여수대교,2013-05-15 04:23,15.51 
여수대교,2013-05-15 04:31,15.51 
여수대교,2013-05-15 04:42,15.51 
여수대교,2013-05-15 04:50,15.51 
여수대교,2013-05-15 05:00,15.51 
여수대교,2013-05-15 05:12,15.51 
여수대교,2013-05-15 05:22,15.51 
여수대교,2013-05-15 05:32,15.51 
여수대교,2013-05-15 05:44,15.51 
여수대교,2013-05-15 05:51,15.51 
여수대교,2013-05-15 06:03,15.51 
여수대교,2013-05-15 06:12,15.51 
여수대교,2013-05-15 06:51,15.51 
여수대교,2013-05-15 07:01,15.51 
여수대교,2013-05-15 07:10,15.51 
여수대교,2013-05-15 07:22,15.51 
여수대교,2013-05-15 07:31,15.51 
여수대교,2013-05-15 07:43,15.51 
여수대교,2013-05-15 07:51,15.52 
여수대교,2013-05-15 08:03,15.52 
여수대교,2013-05-15 08:12,15.52 
여수대교,2013-05-15 08:22,15.52 
여수대교,2013-05-15 08:33,15.52 
여수대교,2013-05-15 08:42,15.52 
여수대교,2013-05-15 08:51,15.52 
여수대교,2013-05-15 09:03,15.52 
여수대교,2013-05-15 09:13,15.52 
여수대교,2013-05-15 09:20,15.51 
여수대교,2013-05-15 09:31,15.51 
여수대교,2013-05-15 09:42,15.51 
여수대교,2013-05-15 09:51,15.50 
여수대교,2013-05-15 10:02,15.49 
여수대교,2013-05-15 10:15,15.48 
