관측소명,시간,수위
여수대교,2007-05-15 00:00,15.41 
여수대교,2007-05-15 00:10,15.41 
여수대교,2007-05-15 00:20,15.41 
여수대교,2007-05-15 00:30,15.41 
여수대교,2007-05-15 00:40,15.41 
여수대교,2007-05-15 00:50,15.41 
여수대교,2007-05-15 01:00,15.41 
여수대교,2007-05-15 01:10,15.41 
여수대교,2007-05-15 01:20,15.41 
여수대교,2007-05-15 01:30,15.41 
여수대교,2007-05-15 01:41,15.41 
여수대교,2007-05-15 01:50,15.41 
여수대교,2007-05-15 02:00,15.41 
여수대교,2007-05-15 02:10,15.41 
여수대교,2007-05-15 02:20,15.41 
여수대교,2007-05-15 02:30,15.41 
여수대교,2007-05-15 02:40,15.41 
여수대교,2007-05-15 02:50,15.41 
여수대교,2007-05-15 03:00,15.41 
여수대교,2007-05-15 03:10,15.41 
여수대교,2007-05-15 03:20,15.41 
여수대교,2007-05-15 03:31,15.41 
여수대교,2007-05-15 03:40,15.41 
여수대교,2007-05-15 03:50,15.41 
여수대교,2007-05-15 04:00,15.41 
여수대교,2007-05-15 04:10,15.41 
여수대교,2007-05-15 04:20,15.41 
여수대교,2007-05-15 04:30,15.41 
여수대교,2007-05-15 04:40,15.41 
여수대교,2007-05-15 04:50,15.41 
여수대교,2007-05-15 05:00,15.41 
여수대교,2007-05-15 05:10,15.41 
여수대교,2007-05-15 05:20,15.41 
여수대교,2007-05-15 05:30,15.41 
여수대교,2007-05-15 05:40,15.41 
여수대교,2007-05-15 05:50,15.41 
여수대교,2007-05-15 06:00,15.41 
여수대교,2007-05-15 06:10,15.41 
여수대교,2007-05-15 06:20,15.41 
여수대교,2007-05-15 06:30,15.41 
여수대교,2007-05-15 06:40,15.41 
여수대교,2007-05-15 06:50,15.41 
여수대교,2007-05-15 07:00,15.41 
여수대교,2007-05-15 07:10,15.41 
여수대교,2007-05-15 07:20,15.41 
여수대교,2007-05-15 07:30,15.41 
여수대교,2007-05-15 07:40,15.41 
여수대교,2007-05-15 07:50,15.41 
여수대교,2007-05-15 08:00,15.41 
여수대교,2007-05-15 08:10,15.41 
여수대교,2007-05-15 08:21,15.41 
여수대교,2007-05-15 08:30,15.41 
여수대교,2007-05-15 08:40,15.41 
여수대교,2007-05-15 08:50,15.41 
여수대교,2007-05-15 09:00,15.41 
여수대교,2007-05-15 09:10,15.41 
여수대교,2007-05-15 09:20,15.35 
여수대교,2007-05-15 09:30,15.36 
여수대교,2007-05-15 09:40,15.35 
여수대교,2007-05-15 09:51,15.35 
여수대교,2007-05-15 10:00,15.36 
여수대교,2007-05-15 10:10,15.35 
여수대교,2007-05-15 10:21,15.36 
여수대교,2007-05-15 10:30,15.37 
여수대교,2007-05-15 10:40,15.37 
여수대교,2007-05-15 10:50,15.36 
여수대교,2007-05-15 11:00,15.38 
여수대교,2007-05-15 11:10,15.38 
여수대교,2007-05-15 11:20,15.37 
여수대교,2007-05-15 11:30,15.37 
여수대교,2007-05-15 11:41,15.39 
여수대교,2007-05-15 11:50,15.38 
여수대교,2007-05-15 12:00,15.38 
여수대교,2007-05-15 12:11,15.38 
여수대교,2007-05-15 12:21,15.38 
여수대교,2007-05-15 12:30,15.38 
여수대교,2007-05-15 12:40,15.38 
여수대교,2007-05-15 12:50,15.38 
여수대교,2007-05-15 13:00,15.39 
여수대교,2007-05-15 13:10,15.38 
여수대교,2007-05-15 13:20,15.38 
여수대교,2007-05-15 13:30,15.38 
여수대교,2007-05-15 13:41,15.38 
여수대교,2007-05-15 13:50,15.38 
여수대교,2007-05-15 14:00,15.37 
여수대교,2007-05-15 14:11,15.36 
여수대교,2007-05-15 14:30,15.36 
여수대교,2007-05-15 14:40,15.37 
여수대교,2007-05-15 14:51,15.37 
여수대교,2007-05-15 15:00,15.36 
여수대교,2007-05-15 15:10,15.37 
여수대교,2007-05-15 15:20,15.37 
여수대교,2007-05-15 15:31,15.37 
여수대교,2007-05-15 15:40,15.36 
여수대교,2007-05-15 15:55,15.37 
여수대교,2007-05-15 16:01,15.00 
여수대교,2007-05-15 16:20,5.36 
여수대교,2007-05-15 16:30,15.36 
여수대교,2007-05-15 16:41,15.36 
여수대교,2007-05-15 16:50,15.30 
여수대교,2007-05-15 17:00,15.37 
여수대교,2007-05-15 17:10,15.00 
여수대교,2007-05-15 17:20,15.37 
여수대교,2007-05-15 17:30,15.36 
여수대교,2007-05-15 17:51,15.38 
여수대교,2007-05-15 18:00,15.37 
여수대교,2007-05-15 18:10,15.00 
여수대교,2007-05-15 18:30,15.38 
여수대교,2007-05-15 18:40,15.39 
여수대교,2007-05-15 18:50,15.39 
여수대교,2007-05-15 19:01,15.39 
여수대교,2007-05-15 19:10,15.40 
여수대교,2007-05-15 19:20,15.39 
여수대교,2007-05-15 19:30,15.30 
여수대교,2007-05-15 19:42,15.40 
여수대교,2007-05-15 19:50,15.41 
여수대교,2007-05-15 20:00,15.40 
여수대교,2007-05-15 20:10,15.40 
여수대교,2007-05-15 20:20,15.40 
여수대교,2007-05-15 20:31,15.40 
여수대교,2007-05-15 20:40,15.40 
여수대교,2007-05-15 20:51,15.40 
여수대교,2007-05-15 21:00,15.00 
여수대교,2007-05-15 21:10,15.41 
여수대교,2007-05-15 21:20,15.40 
여수대교,2007-05-15 21:30,15.40 
여수대교,2007-05-15 21:41,15.40 
여수대교,2007-05-15 21:50,15.40 
여수대교,2007-05-15 22:00,15.41 
여수대교,2007-05-15 22:20,15.40 
여수대교,2007-05-15 22:30,15.41 
여수대교,2007-05-15 22:50,15.40 
여수대교,2007-05-15 23:00,15.40 
여수대교,2007-05-15 23:10,15.41 
여수대교,2007-05-15 23:20,15.39 
