관측소명,시간,수위
여수대교,2011-05-15 00:00,15.54 
여수대교,2011-05-15 00:10,15.54 
여수대교,2011-05-15 00:20,15.54 
여수대교,2011-05-15 00:30,15.54 
여수대교,2011-05-15 00:40,15.54 
여수대교,2011-05-15 00:50,15.54 
여수대교,2011-05-15 01:00,15.54 
여수대교,2011-05-15 01:10,15.54 
여수대교,2011-05-15 01:20,15.54 
여수대교,2011-05-15 01:30,15.54 
여수대교,2011-05-15 01:40,15.54 
여수대교,2011-05-15 01:50,15.55 
여수대교,2011-05-15 02:00,15.55 
여수대교,2011-05-15 02:10,15.55 
여수대교,2011-05-15 02:20,15.55 
여수대교,2011-05-15 02:30,15.55 
여수대교,2011-05-15 02:40,15.55 
여수대교,2011-05-15 02:50,15.55 
여수대교,2011-05-15 03:00,15.55 
여수대교,2011-05-15 03:10,15.55 
여수대교,2011-05-15 03:20,15.55 
여수대교,2011-05-15 03:30,15.55 
여수대교,2011-05-15 03:40,15.55 
여수대교,2011-05-15 03:50,15.55 
여수대교,2011-05-15 04:00,15.54 
여수대교,2011-05-15 04:10,15.54 
여수대교,2011-05-15 04:20,15.54 
여수대교,2011-05-15 04:31,15.54 
여수대교,2011-05-15 04:40,15.54 
여수대교,2011-05-15 04:50,15.54 
여수대교,2011-05-15 05:00,15.54 
여수대교,2011-05-15 05:10,15.54 
여수대교,2011-05-15 05:20,15.54 
여수대교,2011-05-15 05:30,15.54 
여수대교,2011-05-15 05:40,15.54 
여수대교,2011-05-15 05:50,15.54 
여수대교,2011-05-15 06:00,15.54 
여수대교,2011-05-15 06:10,15.53 
여수대교,2011-05-15 06:20,15.53 
여수대교,2011-05-15 06:30,15.53 
여수대교,2011-05-15 06:40,15.53 
여수대교,2011-05-15 06:50,15.53 
여수대교,2011-05-15 07:00,15.53 
여수대교,2011-05-15 07:10,15.53 
여수대교,2011-05-15 07:20,15.53 
여수대교,2011-05-15 07:30,15.53 
여수대교,2011-05-15 07:40,15.53 
여수대교,2011-05-15 07:50,15.53 
여수대교,2011-05-15 08:00,15.53 
여수대교,2011-05-15 08:10,15.52 
여수대교,2011-05-15 08:20,15.52 
여수대교,2011-05-15 08:30,15.52 
여수대교,2011-05-15 08:40,15.51 
여수대교,2011-05-15 08:50,15.51 
여수대교,2011-05-15 09:00,15.51 
여수대교,2011-05-15 09:10,15.51 
여수대교,2011-05-15 09:20,15.51 
여수대교,2011-05-15 09:30,15.51 
여수대교,2011-05-15 09:40,15.51 
여수대교,2011-05-15 09:50,15.51 
여수대교,2011-05-15 10:00,15.51 
여수대교,2011-05-15 10:10,15.51 
여수대교,2011-05-15 10:20,15.51 
여수대교,2011-05-15 10:30,15.51 
여수대교,2011-05-15 10:40,15.51 
여수대교,2011-05-15 10:50,15.51 
여수대교,2011-05-15 11:00,15.51 
여수대교,2011-05-15 11:10,15.51 
여수대교,2011-05-15 11:20,15.51 
여수대교,2011-05-15 11:30,15.51 
여수대교,2011-05-15 11:40,15.51 
여수대교,2011-05-15 11:50,15.50 
여수대교,2011-05-15 12:00,15.50 
여수대교,2011-05-15 12:10,15.50 
여수대교,2011-05-15 12:20,15.50 
여수대교,2011-05-15 12:30,15.51 
여수대교,2011-05-15 12:40,15.51 
여수대교,2011-05-15 12:50,15.51 
여수대교,2011-05-15 13:00,15.51 
여수대교,2011-05-15 13:10,15.51 
여수대교,2011-05-15 13:20,15.51 
여수대교,2011-05-15 13:30,15.51 
여수대교,2011-05-15 13:40,15.51 
여수대교,2011-05-15 13:50,15.51 
여수대교,2011-05-15 14:00,15.51 
여수대교,2011-05-15 14:10,15.51 
여수대교,2011-05-15 14:20,15.51 
여수대교,2011-05-15 14:30,15.51 
여수대교,2011-05-15 14:40,15.51 
여수대교,2011-05-15 14:50,15.51 
여수대교,2011-05-15 15:00,15.52 
여수대교,2011-05-15 15:10,15.52 
여수대교,2011-05-15 15:20,15.52 
여수대교,2011-05-15 15:30,15.52 
여수대교,2011-05-15 15:40,15.52 
여수대교,2011-05-15 15:50,15.52 
여수대교,2011-05-15 16:00,15.52 
여수대교,2011-05-15 16:10,15.52 
여수대교,2011-05-15 16:20,15.52 
여수대교,2011-05-15 16:30,15.52 
여수대교,2011-05-15 16:40,15.52 
여수대교,2011-05-15 16:50,15.52 
여수대교,2011-05-15 17:00,15.52 
여수대교,2011-05-15 17:10,15.52 
여수대교,2011-05-15 17:20,15.52 
여수대교,2011-05-15 17:30,15.52 
여수대교,2011-05-15 17:40,15.52 
여수대교,2011-05-15 17:50,15.52 
여수대교,2011-05-15 18:00,15.52 
여수대교,2011-05-15 18:10,15.52 
여수대교,2011-05-15 18:20,15.52 
여수대교,2011-05-15 18:30,15.52 
여수대교,2011-05-15 18:40,15.52 
여수대교,2011-05-15 18:50,15.52 
여수대교,2011-05-15 19:00,15.52 
여수대교,2011-05-15 19:10,15.52 
여수대교,2011-05-15 19:20,15.52 
여수대교,2011-05-15 19:30,15.52 
여수대교,2011-05-15 19:40,15.52 
여수대교,2011-05-15 19:50,15.52 
여수대교,2011-05-15 20:00,15.52 
여수대교,2011-05-15 20:10,15.52 
여수대교,2011-05-15 20:20,15.52 
여수대교,2011-05-15 20:30,15.52 
여수대교,2011-05-15 20:40,15.52 
여수대교,2011-05-15 20:50,15.52 
여수대교,2011-05-15 21:00,15.52 
여수대교,2011-05-15 21:10,15.52 
여수대교,2011-05-15 21:20,15.52 
여수대교,2011-05-15 21:30,15.52 
여수대교,2011-05-15 21:40,15.52 
여수대교,2011-05-15 21:50,15.52 
여수대교,2011-05-15 22:00,15.52 
여수대교,2011-05-15 22:10,15.52 
여수대교,2011-05-15 22:20,15.52 
여수대교,2011-05-15 22:30,15.53 
여수대교,2011-05-15 22:40,15.53 
여수대교,2011-05-15 22:50,15.53 
여수대교,2011-05-15 23:00,15.53 
여수대교,2011-05-15 23:10,15.53 
여수대교,2011-05-15 23:20,15.53 
여수대교,2011-05-15 23:30,15.53 
여수대교,2011-05-15 23:41,15.53 
여수대교,2011-05-15 23:50,15.53 
여수대교,2011-05-16 00:00,15.53 
여수대교,2011-05-16 00:10,15.53 
여수대교,2011-05-16 00:20,15.53 
여수대교,2011-05-16 00:30,15.53 
여수대교,2011-05-16 00:40,15.53 
여수대교,2011-05-16 00:50,15.53 
여수대교,2011-05-16 01:00,15.53 
여수대교,2011-05-16 01:10,15.53 
여수대교,2011-05-16 01:20,15.53 
여수대교,2011-05-16 01:30,15.53 
여수대교,2011-05-16 01:40,15.53 
여수대교,2011-05-16 01:50,15.53 
여수대교,2011-05-16 02:00,15.53 
여수대교,2011-05-16 02:10,15.53 
여수대교,2011-05-16 02:20,15.53 
여수대교,2011-05-16 02:30,15.53 
여수대교,2011-05-16 02:40,15.53 
여수대교,2011-05-16 02:50,15.53 
여수대교,2011-05-16 03:00,15.53 
여수대교,2011-05-16 03:11,15.53 
여수대교,2011-05-16 03:20,15.53 
여수대교,2011-05-16 03:30,15.53 
여수대교,2011-05-16 03:40,15.53 
여수대교,2011-05-16 03:50,15.53 
여수대교,2011-05-16 04:00,15.53 
여수대교,2011-05-16 04:10,15.53 
여수대교,2011-05-16 04:20,15.53 
여수대교,2011-05-16 04:30,15.53 
여수대교,2011-05-16 04:40,15.53 
여수대교,2011-05-16 04:50,15.53 
여수대교,2011-05-16 05:00,15.53 
여수대교,2011-05-16 05:10,15.53 
여수대교,2011-05-16 05:20,15.53 
여수대교,2011-05-16 05:30,15.53 
여수대교,2011-05-16 05:40,15.53 
여수대교,2011-05-16 05:50,15.53 
여수대교,2011-05-16 06:00,15.53 
여수대교,2011-05-16 06:10,15.52 
여수대교,2011-05-16 06:20,15.52 
여수대교,2011-05-16 06:30,15.52 
여수대교,2011-05-16 06:40,15.52 
여수대교,2011-05-16 06:50,15.52 
여수대교,2011-05-16 07:00,15.52 
여수대교,2011-05-16 07:10,15.52 
여수대교,2011-05-16 07:20,15.51 
여수대교,2011-05-16 07:30,15.51 
여수대교,2011-05-16 07:41,15.51 
여수대교,2011-05-16 07:50,15.51 
여수대교,2011-05-16 08:00,15.51 
여수대교,2011-05-16 08:10,15.50 
여수대교,2011-05-16 08:20,15.50 
여수대교,2011-05-16 08:30,15.50 
여수대교,2011-05-16 08:40,15.50 
여수대교,2011-05-16 08:50,15.50 
여수대교,2011-05-16 09:00,15.50 
여수대교,2011-05-16 09:10,15.50 
여수대교,2011-05-16 09:20,15.49 
여수대교,2011-05-16 09:31,15.49 
여수대교,2011-05-16 09:40,15.48 
여수대교,2011-05-16 09:50,15.48 
여수대교,2011-05-16 10:00,15.48 
여수대교,2011-05-16 10:10,15.48 
여수대교,2011-05-16 10:20,15.48 
여수대교,2011-05-16 10:30,15.48 
여수대교,2011-05-16 10:40,15.48 
여수대교,2011-05-16 10:50,15.48 
여수대교,2011-05-16 11:00,15.48 
여수대교,2011-05-16 11:10,15.48 
여수대교,2011-05-16 11:20,15.48 
여수대교,2011-05-16 11:30,15.48 
여수대교,2011-05-16 11:40,15.49 
여수대교,2011-05-16 11:50,15.49 
여수대교,2011-05-16 12:00,15.49 
여수대교,2011-05-16 12:10,15.49 
여수대교,2011-05-16 12:20,15.49 
여수대교,2011-05-16 12:30,15.49 
여수대교,2011-05-16 12:40,15.50 
여수대교,2011-05-16 12:50,15.50 
여수대교,2011-05-16 13:00,15.50 
여수대교,2011-05-16 13:10,15.50 
여수대교,2011-05-16 13:20,15.51 
여수대교,2011-05-16 13:30,15.51 
여수대교,2011-05-16 13:40,15.51 
여수대교,2011-05-16 13:50,15.51 
여수대교,2011-05-16 14:00,15.51 
여수대교,2011-05-16 14:10,15.52 
여수대교,2011-05-16 14:21,15.52 
여수대교,2011-05-16 14:30,15.52 
여수대교,2011-05-16 14:40,15.52 
여수대교,2011-05-16 14:50,15.52 
여수대교,2011-05-16 15:00,15.52 
여수대교,2011-05-16 15:10,15.52 
여수대교,2011-05-16 15:20,15.52 
여수대교,2011-05-16 15:30,15.52 
여수대교,2011-05-16 15:40,15.52 
여수대교,2011-05-16 15:50,15.52 
여수대교,2011-05-16 16:00,15.52 
여수대교,2011-05-16 16:10,15.52 
여수대교,2011-05-16 16:20,15.52 
여수대교,2011-05-16 16:30,15.52 
여수대교,2011-05-16 16:40,15.52 
여수대교,2011-05-16 16:50,15.51 
여수대교,2011-05-16 17:00,15.51 
여수대교,2011-05-16 17:10,15.51 
여수대교,2011-05-16 17:20,15.51 
여수대교,2011-05-16 17:30,15.51 
여수대교,2011-05-16 17:40,15.52 
여수대교,2011-05-16 17:50,15.52 
여수대교,2011-05-16 18:00,15.51 
여수대교,2011-05-16 18:10,15.51 
여수대교,2011-05-16 18:20,15.51 
여수대교,2011-05-16 18:30,15.51 
여수대교,2011-05-16 18:40,15.51 
여수대교,2011-05-16 18:50,15.51 
여수대교,2011-05-16 19:00,15.51 
여수대교,2011-05-16 19:10,15.51 
여수대교,2011-05-16 19:20,15.51 
여수대교,2011-05-16 19:30,15.51 
여수대교,2011-05-16 19:41,15.51 
여수대교,2011-05-16 19:50,15.51 
여수대교,2011-05-16 20:00,15.51 
여수대교,2011-05-16 20:10,15.51 
여수대교,2011-05-16 20:20,15.51 
여수대교,2011-05-16 20:30,15.51 
여수대교,2011-05-16 20:40,15.51 
여수대교,2011-05-16 20:50,15.51 
여수대교,2011-05-16 21:01,15.51 
여수대교,2011-05-16 21:10,15.51 
여수대교,2011-05-16 21:20,15.51 
여수대교,2011-05-16 21:30,15.51 
여수대교,2011-05-16 21:40,15.51 
여수대교,2011-05-16 21:50,15.51 
여수대교,2011-05-16 22:00,15.51 
여수대교,2011-05-16 22:10,15.51 
여수대교,2011-05-16 22:20,15.51 
여수대교,2011-05-16 22:30,15.51 
여수대교,2011-05-16 22:40,15.51 
여수대교,2011-05-16 22:50,15.51 
여수대교,2011-05-16 23:00,15.51 
여수대교,2011-05-16 23:10,15.51 
여수대교,2011-05-16 23:20,15.51 
여수대교,2011-05-16 23:30,15.51 
여수대교,2011-05-16 23:40,15.51 
여수대교,2011-05-16 23:50,15.51 
여수대교,2011-05-17 00:00,15.51 
여수대교,2011-05-17 00:10,15.51 
여수대교,2011-05-17 00:20,15.51 
여수대교,2011-05-17 00:31,15.51 
여수대교,2011-05-17 00:40,15.51 
여수대교,2011-05-17 00:50,15.51 
여수대교,2011-05-17 01:00,15.51 
여수대교,2011-05-17 01:10,15.51 
여수대교,2011-05-17 01:21,15.51 
여수대교,2011-05-17 01:30,15.51 
여수대교,2011-05-17 01:40,15.51 
여수대교,2011-05-17 01:50,15.51 
여수대교,2011-05-17 02:00,15.52 
여수대교,2011-05-17 02:10,15.52 
여수대교,2011-05-17 02:20,15.52 
여수대교,2011-05-17 02:30,15.52 
여수대교,2011-05-17 02:40,15.52 
여수대교,2011-05-17 02:50,15.52 
여수대교,2011-05-17 03:00,15.52 
여수대교,2011-05-17 03:10,15.52 
여수대교,2011-05-17 03:20,15.52 
여수대교,2011-05-17 03:30,15.52 
여수대교,2011-05-17 03:40,15.52 
여수대교,2011-05-17 03:50,15.52 
여수대교,2011-05-17 04:00,15.52 
여수대교,2011-05-17 04:10,15.52 
여수대교,2011-05-17 04:20,15.52 
여수대교,2011-05-17 04:31,15.52 
여수대교,2011-05-17 04:40,15.52 
여수대교,2011-05-17 04:50,15.52 
여수대교,2011-05-17 05:00,15.52 
여수대교,2011-05-17 05:10,15.52 
여수대교,2011-05-17 05:20,15.52 
여수대교,2011-05-17 05:30,15.52 
여수대교,2011-05-17 05:40,15.52 
여수대교,2011-05-17 05:50,15.52 
여수대교,2011-05-17 06:00,15.52 
여수대교,2011-05-17 06:10,15.51 
여수대교,2011-05-17 06:20,15.51 
여수대교,2011-05-17 06:30,15.51 
여수대교,2011-05-17 06:40,15.51 
여수대교,2011-05-17 06:50,15.51 
여수대교,2011-05-17 07:00,15.51 
여수대교,2011-05-17 07:10,15.51 
여수대교,2011-05-17 07:20,15.51 
여수대교,2011-05-17 07:30,15.50 
여수대교,2011-05-17 07:40,15.50 
여수대교,2011-05-17 07:50,15.50 
여수대교,2011-05-17 08:00,15.49 
여수대교,2011-05-17 08:10,15.49 
여수대교,2011-05-17 08:20,15.49 
여수대교,2011-05-17 08:30,15.48 
여수대교,2011-05-17 08:40,15.48 
여수대교,2011-05-17 08:50,15.48 
여수대교,2011-05-17 09:00,15.48 
여수대교,2011-05-17 09:10,15.47 
여수대교,2011-05-17 09:20,15.47 
여수대교,2011-05-17 09:30,15.46 
여수대교,2011-05-17 09:40,15.46 
여수대교,2011-05-17 09:50,15.46 
여수대교,2011-05-17 10:00,15.46 
여수대교,2011-05-17 10:10,15.46 
여수대교,2011-05-17 10:20,15.46 
여수대교,2011-05-17 10:30,15.46 
여수대교,2011-05-17 10:40,15.46 
여수대교,2011-05-17 10:50,15.46 
여수대교,2011-05-17 11:00,15.46 
여수대교,2011-05-17 11:10,15.47 
여수대교,2011-05-17 11:20,15.47 
여수대교,2011-05-17 11:30,15.47 
여수대교,2011-05-17 11:40,15.47 
여수대교,2011-05-17 11:50,15.47 
여수대교,2011-05-17 12:00,15.47 
여수대교,2011-05-17 12:10,15.47 
여수대교,2011-05-17 12:20,15.47 
여수대교,2011-05-17 12:30,15.47 
여수대교,2011-05-17 12:40,15.48 
여수대교,2011-05-17 12:50,15.48 
여수대교,2011-05-17 13:00,15.48 
여수대교,2011-05-17 13:10,15.49 
여수대교,2011-05-17 13:20,15.49 
여수대교,2011-05-17 13:30,15.50 
여수대교,2011-05-17 13:40,15.50 
여수대교,2011-05-17 13:50,15.51 
여수대교,2011-05-17 14:00,15.51 
