관측소명,시간,수위
여수대교,2015-05-15 00:00,15.52 
여수대교,2015-05-15 00:10,15.52 
여수대교,2015-05-15 00:20,15.52 
여수대교,2015-05-15 00:30,15.52 
여수대교,2015-05-15 00:40,15.51 
여수대교,2015-05-15 00:50,15.52 
여수대교,2015-05-15 01:00,15.51 
여수대교,2015-05-15 01:10,15.51 
여수대교,2015-05-15 01:20,15.52 
여수대교,2015-05-15 01:30,15.52 
여수대교,2015-05-15 01:54,15.52 
여수대교,2015-05-15 02:00,15.52 
여수대교,2015-05-15 02:10,15.52 
여수대교,2015-05-15 03:08,15.52 
여수대교,2015-05-15 03:10,15.52 
여수대교,2015-05-15 03:20,15.52 
여수대교,2015-05-15 03:30,15.52 
여수대교,2015-05-15 03:40,15.52 
여수대교,2015-05-15 03:50,15.52 
여수대교,2015-05-15 04:00,15.51 
여수대교,2015-05-15 04:10,15.51 
여수대교,2015-05-15 04:20,15.51 
여수대교,2015-05-15 04:30,15.51 
여수대교,2015-05-15 04:40,15.51 
여수대교,2015-05-15 04:52,15.51 
여수대교,2015-05-15 05:00,15.51 
여수대교,2015-05-15 05:10,15.51 
여수대교,2015-05-15 05:20,15.51 
여수대교,2015-05-15 05:30,15.51 
여수대교,2015-05-15 05:40,15.51 
여수대교,2015-05-15 05:50,15.51 
여수대교,2015-05-15 06:00,15.51 
여수대교,2015-05-15 06:10,15.51 
여수대교,2015-05-15 06:20,15.51 
여수대교,2015-05-15 06:30,15.51 
여수대교,2015-05-15 06:40,15.51 
여수대교,2015-05-15 06:50,15.50 
여수대교,2015-05-15 07:00,15.50 
여수대교,2015-05-15 07:10,15.50 
여수대교,2015-05-15 07:20,15.50 
여수대교,2015-05-15 07:30,15.50 
여수대교,2015-05-15 07:40,15.50 
여수대교,2015-05-15 07:52,15.50 
여수대교,2015-05-15 08:00,15.50 
여수대교,2015-05-15 08:10,15.50 
여수대교,2015-05-15 08:20,15.50 
여수대교,2015-05-15 09:48,15.51 
여수대교,2015-05-15 09:50,15.51 
여수대교,2015-05-15 10:00,15.50 
여수대교,2015-05-15 10:10,15.50 
여수대교,2015-05-15 10:20,15.51 
여수대교,2015-05-15 10:30,15.51 
여수대교,2015-05-15 10:40,15.51 
여수대교,2015-05-15 10:50,15.50 
여수대교,2015-05-15 11:00,15.50 
여수대교,2015-05-15 11:10,15.50 
여수대교,2015-05-15 11:20,15.50 
여수대교,2015-05-15 11:30,15.50 
여수대교,2015-05-15 11:40,15.49 
여수대교,2015-05-15 11:50,15.49 
여수대교,2015-05-15 12:00,15.49 
여수대교,2015-05-15 12:10,15.48 
여수대교,2015-05-15 12:20,15.48 
여수대교,2015-05-15 12:30,15.49 
여수대교,2015-05-15 12:40,15.48 
여수대교,2015-05-15 12:54,15.47 
여수대교,2015-05-15 13:00,15.48 
여수대교,2015-05-15 13:14,15.48 
여수대교,2015-05-15 13:20,15.48 
여수대교,2015-05-15 13:32,15.48 
여수대교,2015-05-18 18:04,15.36 
여수대교,2015-05-18 18:10,15.36 
여수대교,2015-05-18 18:20,15.36 
여수대교,2015-05-18 18:30,15.35 
여수대교,2015-05-18 18:40,15.35 
여수대교,2015-05-18 18:50,15.35 
여수대교,2015-05-18 19:00,15.35 
여수대교,2015-05-18 19:10,15.35 
여수대교,2015-05-18 19:20,15.35 
여수대교,2015-05-18 19:30,15.35 
여수대교,2015-05-18 19:40,15.36 
여수대교,2015-05-18 19:50,15.36 
여수대교,2015-05-18 20:00,15.36 
여수대교,2015-05-18 20:10,15.36 
여수대교,2015-05-18 20:20,15.36 
여수대교,2015-05-18 20:30,15.36 
여수대교,2015-05-18 20:40,15.36 
여수대교,2015-05-18 20:50,15.37 
여수대교,2015-05-18 21:00,15.38 
여수대교,2015-05-18 21:10,15.38 
여수대교,2015-05-18 21:20,15.39 
여수대교,2015-05-18 21:30,15.39 
여수대교,2015-05-18 21:40,15.39 
여수대교,2015-05-18 21:50,15.39 
여수대교,2015-05-18 22:00,15.39 
여수대교,2015-05-18 22:10,15.39 
여수대교,2015-05-18 22:21,15.39 
